PlanningLocation,minimumDwell,stationCode,locationName,subdivision,MonitoringLocation,LocationGroup,
ASHUJN ,+00H,   ,Ashurst Jn                ,617,87765,Southern              ,
ASHURST,+02 ,AHS,Ashurst                   ,617,87763,Southern              ,
ASHVALE,+02 ,AHV,Ash Vale                  ,609,87041,Southern              ,
ASHWELC,+02 ,AWM,Ashwell & Morden          ,301,53011,Eastern               ,
ASKAM  ,+02 ,ASK,Askam                     ,524,11225,North West and Central,
ASKRNLC,+02 ,   ,Norton Level Crossing     ,303,18103,Eastern               ,
ASLCKTN,+02 ,ALK,Aslockton                 ,303,44517,Eastern               ,
ASLYBJN,+00H,   ,Astley Bridge Jn          ,502,29181,North West and Central,
ASPLEYG,+02 ,APG,Aspley Guise              ,101,62051,Eastern               ,
ASPTRIA,+02 ,ASP,Aspatria                  ,524,10021,North West and Central,
ASTLEY ,+02 ,   ,Astley                    ,502,31747,North West and Central,
ASTO65 ,+02 ,   ,Aston Signal SB4619       ,106,65652,North West and Central,
ASTON  ,+02 ,AST,Aston                     ,106,65651,North West and Central,
ASTOSTJ,+00H,   ,Aston South Jn            ,106,65650,North West and Central,
ATADALE,+02 ,ATT,Attadale                  ,710,01076,Scotland's Railway    ,
ATHERTN,+02 ,ATN,Atherton                  ,502,35139,North West and Central,
ATHLNEY,+02 ,   ,Athelney Crossing         ,404,82307,Wales and Western     ,
ATHRSTN,+02 ,ATH,Atherstone                ,118,69009,North West and Central,
ATLB431,+02 ,   ,Attleborough Jn Sig RN3431,118,69032,North West and Central,
ATLB533,+02 ,   ,Attleborough Jn Sig RN9533,118,69031,North West and Central,
ATLBRJN,+00H,   ,Attleborough South Jn     ,118,69023,North West and Central,
ATLBRNJ,+00H,   ,Attleborough North Jn     ,118,69020,North West and Central,
ATLBSHI,+02 ,   ,Shilton                   ,118,69024,North West and Central,
ATNBRO ,+02 ,ATB,Attenborough              ,107,55202,Eastern               ,
ATNBROJ,+00H,   ,Attenborough Jn           ,107,55203,Eastern               ,
ATTLBON,+02 ,ATL,Attleborough              ,205,48501,Eastern               ,
ATTREWS,+02 ,   ,Attercliffe Sdgs EWS      ,304,25623,Eastern               ,
ATTRFHH,+02 ,   ,Attercliffe Sdgs FHH      ,304,25622,Eastern               ,
ATTRMGS,+02 ,   ,Attercliffe M&G           ,304,25624,Eastern               ,
ATTSTEM,+02 ,   ,Attercliffe Stone Teml D&C,304,25621,Eastern               ,
AUCHTDR,+02 ,   ,Auchterarder SB           ,714,03151,Scotland's Railway    ,
AUCHTER,+02 ,   ,Auchterarder              ,714,03152,Scotland's Railway    ,
AUDLEYE,+02 ,AUD,Audley End                ,203,47321,Eastern               ,
AVIEA29,+02 ,   ,Aviemore Signal HA313     ,710,01137,Scotland's Railway    ,
AVIEDRS,+02 ,   ,Aviemore Down Refuge Sdg  ,710,01140,Scotland's Railway    ,
AVIEMRE,+02 ,AVM,Aviemore                  ,710,01144,Scotland's Railway    ,
AVIEMRS,+02 ,   ,Aviemore (Speyside)       ,710,01142,Scotland's Railway    ,
AVIEURS,+02 ,   ,Aviemore Up Refuge Sdg CE ,710,01141,Scotland's Railway    ,
AVNCLFF,+02 ,AVF,Avoncliff                 ,404,82073,Wales and Western     ,
AVONBEN,+02 ,   ,Avonmouth Bennets Siding  ,402,81228,Wales and Western     ,
AVONBHT,+02 ,   ,Avonmouth BBHT Coal Silos ,402,81235,Wales and Western     ,
AVONCOL,+02 ,   ,Avonmouth Coal Silo(Colas),402,81234,Wales and Western     ,
AVONCT ,+02 ,   ,Avonmouth Ctr Termal EWS  ,402,81231,Wales and Western     ,
AVONDKJ,+02 ,   ,Avonmouth Dock Jn         ,402,81240,Wales and Western     ,
AVONHAN,+02 ,   ,Avonmouth Hansons Siding  ,402,81233,Wales and Western     ,
AVONILS,+02 ,   ,Avonmouth Enterprise      ,402,81239,Wales and Western     ,
AVONMCM,+02 ,   ,Avonmth Chittening Estate ,402,81245,Wales and Western     ,
AVONMTH,+02 ,AVN,Avonmouth                 ,402,81240,Wales and Western     ,
AVONNP2,+02 ,   ,Avonmouth Ntl Pwr Silo 2  ,402,81238,Wales and Western     ,
AVONNPT,+02 ,   ,Avonmouth Ntl Pwr Silo 1  ,402,81237,Wales and Western     ,
AVONRCK,+02 ,   ,Avonmouth Rockingham Road ,402,81242,Wales and Western     ,
AVONWFH,+02 ,   ,Avonmouth West Warf (FHH) ,402,81227,Wales and Western     ,
AVONWWF,+02 ,   ,Avonmouth No. 5 Wharf EWS ,402,81229,Wales and Western     ,
AWRE   ,+02 ,   ,Awre                      ,405,76076,Wales and Western     ,
AXMNSEJ,+02 ,   ,Axminster East Junction   ,612,83457,Southern              ,
AXMNSSA,+02 ,   ,Axminster Station Approach,612,00000,Southern              ,
AXMNSTR,+02 ,AXM,Axminster                 ,612,83466,Southern              ,
AXMNSTS,+02 ,   ,Axminster Station         ,612,00000,Southern              ,
AXMNSWJ,+02 ,   ,Axminster West Junction   ,612,83456,Southern              ,
AYLESFD,+02 ,AYL,Aylesford                 ,603,89309,Southern              ,
AYLS302,+02 ,   ,Aylesbury Sig ME302       ,104,70349,North West and Central,
AYLS792,+02 ,   ,Aylesbury Sig ME792       ,104,70350,North West and Central,
AYLSBCH,+02 ,   ,Aylesbury Branch Sdg      ,104,70348,North West and Central,
AYLSBRS,+02 ,   ,Aylesbury (Sdgs 1-7)      ,104,70354,North West and Central,
AYLSBRY,+02 ,AYS,Aylesbury                 ,104,70353,North West and Central,
AYLSCCD,+02 ,   ,Aylesbury C.C.D.          ,104,70352,North West and Central,
AYLSDMU,+02 ,   ,Aylesbury D.M.U. Depot    ,104,70354,North West and Central,
AYLSNL ,+02 ,   ,Aylesbury North Loop      ,104,70351,North West and Central,
AYLSPWY,+02 ,AVP,Aylesbury Vale Parkway    ,104,70355,North West and Central,
AYLSVJN,+02 ,   ,Aylesbury Vale Junction   ,104,70356,North West and Central,
AYLSWAD,+02 ,   ,Waddesdon Manor           ,104,70343,North West and Central,
AYNH501,+02 ,   ,Aynho Jn Sig BS501        ,121,69443,North West and Central,
AYNH502,+02 ,   ,Aynho Sig BS5002          ,104,69444,North West and Central,
AYNHOJ ,+00H,XAN,Aynho Jn                  ,121,69440,North West and Central,
AYNHPKJ,+00H,   ,Aynho Park Jn             ,104,69441,North West and Central,
AYNHUGL,+02 ,   ,Aynho Up Goods Loop       ,104,69442,North West and Central,
AYRR   ,+02 ,AYR,Ayr                       ,707,08618,Scotland's Railway    ,
AYRR335,+02 ,   ,Ayr Sig. PA335            ,707,08604,Scotland's Railway    ,
AYRR853,+02 ,   ,Ayr Sig. PA853            ,707,08617,Scotland's Railway    ,
AYRR859,+02 ,   ,Ayr Sig 859               ,707,08616,Scotland's Railway    ,
AYRRABP,+02 ,   ,Ayr Harbour A.B.P.        ,707,08607,Scotland's Railway    ,
AYRRCSD,+02 ,XAR,Ayr C.S.D.                ,707,08621,Scotland's Railway    ,
AYRRFHH,+02 ,   ,Ayr Harbour FHH           ,707,08608,Scotland's Railway    ,
AYRRHBR,+02 ,   ,Ayr Harbour               ,707,08607,Scotland's Railway    ,
AYRRSTE,+02 ,   ,Ayr S.& T.E.              ,707,00000,Scotland's Railway    ,
AYRRWRD,+02 ,   ,Ayr W.R.D.                ,707,08615,Scotland's Railway    ,
BABWTHL,+02 ,   ,Babworth Loop             ,303,23490,Eastern               ,
BACHE  ,+02 ,BAC,Bache                     ,504,38306,North West and Central,
BADMTN ,+02 ,   ,Badmington                ,402,81003,Wales and Western     ,
BAGE   ,+02 ,BNA,Burnage                   ,506,32522,North West and Central,
BAGLYFJ,+00H,   ,Baguley Fold Jn           ,509,32123,North West and Central,
BAGSHOT,+02 ,BAG,Bagshot                   ,609,87102,Southern              ,
BAGWDES,+02 ,   ,Desford                   ,122,58138,Eastern               ,
BAGWJRS,+02 ,   ,Bagworth Jn Refuge Sdgs   ,122,58136,Eastern               ,
BAGWKM ,+02 ,   ,Kirby Muxloe              ,122,58140,Eastern               ,
BAGWTHJ,+00H,   ,Bagworth Jcn              ,122,58135,Eastern               ,
BAILDON,+02 ,BLD,Baildon                   ,305,17038,Eastern               ,
BALCMTJ,+00H,   ,Balcombe Tunnel Jn        ,607,87927,Southern              ,
BALCOMB,+02 ,BAB,Balcombe                  ,607,87963,Southern              ,
BALD242,+02 ,   ,Baldock Signal K242       ,301,53014,Eastern               ,
BALDOCK,+02 ,BDK,Baldock                   ,301,53015,Eastern               ,
BALHAM ,+02 ,BAL,Balham                    ,601,87222,Southern              ,
BALHJN ,+00H,   ,Balham Jn                 ,601,87225,Southern              ,
BALISTN,+02 ,BIO,Baillieston               ,704,07296,Scotland's Railway    ,
BALLOCH,+02 ,BHC,Balloch                   ,703,06121,Scotland's Railway    ,
BALMOSS,+02 ,BSI,Balmossie                 ,714,03040,Scotland's Railway    ,
BALSHWL,+02 ,   ,Balshaw Lane              ,503,30165,North West and Central,
BAMFORD,+02 ,BAM,Bamford                   ,501,34011,North West and Central,
BANAVIE,+02 ,BNV,Banavie                   ,716,06013,Scotland's Railway    ,
BANG37 ,+02 ,   ,Bangor Sig.BR37           ,431,40032,Wales and Western     ,
BANGOR ,+02 ,BNG,Bangor (Gwynedd)          ,431,40036,Wales and Western     ,
BANGRCS,+02 ,   ,Bangor C.S.               ,431,40040,Wales and Western     ,
BANGRTC,+02 ,   ,Bangor Tunnel Cement      ,431,40035,Wales and Western     ,
BANSBUS,+02 ,   ,Banstead (Firtree Road)   ,601,00000,Southern              ,
BANSTED,+02 ,BAD,Banstead                  ,601,87677,Southern              ,
BARACE ,+02 ,   ,Barassie C.E.             ,707,08409,Scotland's Railway    ,
BARADPL,+02 ,   ,Barassie Jn D.P.L.        ,707,08410,Scotland's Railway    ,
BARAFHH,+02 ,   ,Barassie Yard FHH         ,707,08408,Scotland's Railway    ,
BARASCP,+02 ,   ,Shewalton Coup C.E.       ,707,08501,Scotland's Railway    ,
BARASIE,+02 ,BSS,Barassie                  ,707,08411,Scotland's Railway    ,
BARASIJ,+02 ,   ,Barassie Jn               ,707,08413,Scotland's Railway    ,
BARAUGL,+02 ,   ,Barassie Jn U.G.L.        ,707,08412,Scotland's Railway    ,
BARDFHH,+02 ,   ,Bardon Hill Quarry FHH    ,122,58114,Eastern               ,
BARDGBR,+02 ,   ,Bardon Hill GBRF          ,122,58112,Eastern               ,
BARDHBR,+02 ,   ,Bardon Hill B.R. Sdgs     ,122,58113,Eastern               ,
BARDHGF,+02 ,   ,Bardon Hill Ground Frame  ,122,58115,Eastern               ,
BARDNHQ,+02 ,   ,Bardon Hill Quarry        ,122,58111,Eastern               ,
BARDONH,+02 ,   ,Bardon Hill               ,122,58109,Eastern               ,
BARELA ,+02 ,BAR,Bare Lane                 ,521,11711,North West and Central,
BARELAJ,+00H,   ,Bare Lane Junction        ,521,00000,North West and Central,
BARGOED,+02 ,BGD,Bargoed                   ,408,78351,Wales and Western     ,
BARGSDG,+02 ,   ,Bargoed Viaduct Sidings   ,408,78352,Wales and Western     ,
BARH379,+02 ,   ,Barham Ground Sig C01379  ,205,49017,Eastern               ,
BARHAM ,+02 ,   ,Barham                    ,205,49018,Eastern               ,
BARHFHH,+02 ,   ,Barham FHH                ,205,49019,Eastern               ,
BARK103,+02 ,   ,Barking Signal 1103       ,210,51531,Eastern               ,
BARK104,+02 ,   ,Barking Signal 1104       ,210,51531,Eastern               ,
BARKG1P,+02 ,   ,Barking No 1 Platform     ,210,51531,Eastern               ,
BARKG7P,+02 ,   ,Barking No7 Platform      ,210,51531,Eastern               ,
BARKGLT,+02 ,ZKB,Barking L.T.              ,210,51532,Eastern               ,
BARKING,+02 ,Bkg,Barking                   ,210,51531,Eastern               ,
BARKNGJ,+02 ,   ,Barking Station Junction  ,210,51530,Eastern               ,
BARKUPJ,+02 ,BkJ,Barking Upney Junction    ,210,51529,Eastern               ,
BARLSTN,+02 ,BRT,Barlaston                 ,102,43306,North West and Central,
BARMING,+02 ,BMG,Barming                   ,604,89402,Southern              ,
BARN090,+02 ,   ,Barnes Signal W1090       ,609,87166,Southern              ,
BARNES ,+02 ,BNS,Barnes                    ,609,87149,Southern              ,
BARO54 ,+02 ,   ,Barrow-N-Frns Sig 52/53/54,524,11232,North West and Central,
BAROSHJ,+00H,   ,Salthouse Jn              ,524,11259,North West and Central,
BAROW  ,+02 ,BIF,Barrow-In-Furness         ,524,11231,North West and Central,
BAROWCS,+02 ,XBF,Barrow C.S.               ,524,11233,North West and Central,
BAROWEW,+02 ,   ,Barrow Docks (ABP)        ,524,11247,North West and Central,
BAROWHS,+02 ,   ,Barrow L.I.P.             ,524,11231,North West and Central,
BAROWOS,+02 ,BWS,Barrow Upon Soar          ,107,59009,Eastern               ,
BAROWRD,+02 ,   ,Barrow Marine Terminal    ,524,11243,North West and Central,
BAROWYD,+02 ,   ,Barrow-In-Furness T.C.    ,524,11249,North West and Central,
BARRABP,+02 ,   ,Barry Docks ABP Shipment  ,403,78802,Wales and Western     ,
BARRB49,+02 ,   ,Barry Signal B49          ,403,78815,Wales and Western     ,
BARRBPC,+02 ,   ,Barry Docks Zeon          ,403,78804,Wales and Western     ,
BARRDCG,+02 ,   ,Barry Docks Dow Chemicals ,403,78809,Wales and Western     ,
BARRDGL,+02 ,   ,Barry Down Goods Loop     ,403,78899,Wales and Western     ,
BARRDNS,+02 ,   ,Barry Dks ABP Nonshipment ,403,78811,Wales and Western     ,
BARRDUN,+02 ,   ,Barry Docks Dunn Bros     ,403,78807,Wales and Western     ,
BARREWS,+02 ,   ,Barry Docks DBC           ,403,78803,Wales and Western     ,
BARRHEX,+02 ,   ,Barry Docks Hexion        ,403,78806,Wales and Western     ,
BARRSMT,+02 ,   ,Barry Docks Samat Terminal,403,78814,Wales and Western     ,
BARRY  ,+02 ,BRY,Barry                     ,403,78810,Wales and Western     ,
BARRYDK,+02 ,BYD,Barry Docks               ,403,78805,Wales and Western     ,
BARRYIS,+02 ,BYI,Barry Island              ,403,78817,Wales and Western     ,
BARWHVN,+02 ,BAV,Barrow Haven              ,306,21004,Eastern               ,
BASCSDG,+02 ,   ,Baschurch LC              ,435,64123,Wales and Western     ,
BASFORD,+02 ,   ,Basford                   ,107,55118,Eastern               ,
BASILDN,+02 ,BSO,Basildon                  ,210,51019,Eastern               ,
BATABAL,+02 ,BBL,Bat & Ball                ,605,89349,Southern              ,
BATHGSL,+02 ,   ,Bath Goods Loop           ,402,81500,Wales and Western     ,
BATHSPA,+02 ,BTH,Bath Spa                  ,402,81501,Wales and Western     ,
BATLEY ,+02 ,BTL,Batley                    ,311,18437,Eastern               ,
BATRPHS,+02 ,   ,Battersea Pier C.H.S.     ,601,87239,Southern              ,
BATRSH ,+02 ,   ,Battersea Pier Staff Halt ,601,87239,Southern              ,
BATRSPJ,+02 ,   ,Battersea Pier Jn         ,601,87199,Southern              ,
BATRSPK,+02 ,BAK,Battersea Park            ,601,87203,Southern              ,
BATRSYD,+02 ,   ,Battersea Loop            ,601,87239,Southern              ,
BATT2XO,+02 ,   ,Battle No 2 Xover         ,604,89385,Southern              ,
BATTLE ,+02 ,BAT,Battle                    ,604,89398,Southern              ,
BAYFORD,+02 ,BAY,Bayford                   ,301,53243,Eastern               ,
BAYHORS,+02 ,   ,Bay Horse                 ,503,11725,North West and Central,
BBGHGL ,+02 ,   ,Barton & Broughton Pass Lp,503,30106,North West and Central,
BCHBKFM,+02 ,   ,Beechbrook Farm Loop      ,604,89415,Southern              ,
BCHGRV ,+02 ,BCG,Birchgrove                ,408,78387,Wales and Western     ,
BCKJN  ,+00H,XUK,Buckland Jn               ,604,89521,Southern              ,
BCKN607,+02 ,   ,Beckenham Jn Signal VS607 ,605,88316,Southern              ,
BCKNBUS,+02 ,   ,Beckenham Jn (Up Side-Bus),605,00000,Southern              ,
BCKNDSG,+02 ,   ,Beckenham Down Sidings    ,602,00000,Southern              ,
BCKNHMH,+02 ,BEC,Beckenham Hill            ,605,88472,Southern              ,
BCKNHMJ,+02 ,BKJ,Beckenham Junction        ,605,88315,Southern              ,
BCKNMJC,+02 ,   ,Beckenham Junction        ,605,88315,Southern              ,
BCKWATR,+02 ,BAW,Blackwater                ,610,87009,Southern              ,
BCKY   ,+02 ,BCK,Buckley                   ,433,41019,Wales and Western     ,
BCNGNOS,+02 ,BCH,Birchington-On-Sea        ,633,89479,Southern              ,
BCNSFLD,+02 ,BCF,Beaconsfield              ,104,73502,North West and Central,
BCST189,+02 ,   ,Bicester Nth Sig 189      ,104,69507,North West and Central,
BCST192,+02 ,   ,Bicester Nth Sig 192      ,104,69509,North West and Central,
BCST196,+02 ,   ,Bicester Signal ME2034    ,104,69503,North West and Central,
BCSTARD,+02 ,   ,Ardley                    ,104,69450,North West and Central,
BCSTBLA,+02 ,   ,Blackthorne               ,104,69504,North West and Central,
BCSTBUS,+02 ,XEZ,Bicester Bure Place       ,104,00000,North West and Central,
BCSTCOD,+02 ,   ,Bicester C.O.D.           ,104,74554,North West and Central,
BCSTDRL,+02 ,   ,Bicester Depot-Gl-RR      ,104,74559,North West and Central,
BCSTDWJ,+02 ,   ,Bicester Depot West Jn    ,104,74560,North West and Central,
BCSTES ,+02 ,   ,Bicester North Eng Sdg    ,104,69501,North West and Central,
BCSTGF ,+02 ,   ,Bicester Depot Sig OB5009 ,104,74553,North West and Central,
BCSTGJN,+02 ,   ,Bicester Gavray Junction  ,104,74562,North West and Central,
BCSTLRD,+02 ,   ,Bicester London Rd L.C.   ,104,74555,North West and Central,
BCSTN  ,+02 ,BCS,Bicester North            ,104,69502,North West and Central,
BCSTRTN,+02 ,BIT,Bicester Village          ,104,74557,North West and Central,
BCSTSJ ,+02 ,XJV,Bicester South Junction   ,104,74561,North West and Central,
BCSTUS ,+02 ,   ,Bicester North Turnback Sg,104,69499,North West and Central,
BCWD   ,+02 ,BWO,Bricket Wood              ,101,71036,North West and Central,
BDENJT ,+00H,   ,Burnden Jn                ,508,31615,North West and Central,
BDHMNRD,+02 ,   ,Bedhampton New Road       ,620,00000,Southern              ,
BDHMPTN,+02 ,BDH,Bedhampton                ,620,86339,Southern              ,
BDLNMHJ,+02 ,   ,Marcheys House Jn         ,310,12238,Eastern               ,
BDLNTNS,+02 ,   ,Bedl'ton Furnaceway Sdgs  ,310,12241,Eastern               ,
BDLNTNX,+02 ,   ,Bedlington Nth. L.C.      ,310,12236,Eastern               ,
BDMNSTR,+02 ,BMT,Bedminster                ,402,81813,Wales and Western     ,
BDST544,+02 ,   ,Bidston Signal 1544       ,526,38015,North West and Central,
BDSTNDJ,+00H,   ,Bidston Dee Jn            ,504,38019,North West and Central,
BDSTNEJ,+00H,   ,Bidston East Jn           ,504,38014,North West and Central,
BDSTON ,+02 ,BID,Bidston                   ,526,38012,North West and Central,
BDSTSDG,+02 ,   ,Bidston Sidings           ,504,38013,North West and Central,
BDWTHMS,+02 ,   ,Bedworth Murco Sdgs       ,102,69104,North West and Central,
BEAL   ,+02 ,   ,Beal L.C.                 ,310,12105,Eastern               ,
BEALSMA,+02 ,   ,Smeafield                 ,310,12108,Eastern               ,
BEAMMLJ,+02 ,   ,Beam Mill Jn              ,308,15628,Eastern               ,
BEARLEY,+02 ,BER,Bearley                   ,109,66454,North West and Central,
BEARLYJ,+00H,   ,Bearley Jn                ,109,66453,North West and Central,
BEASDAL,+02 ,BSL,Beasdale                  ,716,06005,Scotland's Railway    ,
BEATCK ,+02 ,   ,Beattock                  ,708,07977,Scotland's Railway    ,
BEATCKS,+02 ,   ,Beattock Summit           ,708,07975,Scotland's Railway    ,
BEATDNS,+02 ,   ,Beattock Down Sdgs        ,708,07978,Scotland's Railway    ,
BEATDPL,+02 ,   ,Beattock D.P.L.           ,708,07995,Scotland's Railway    ,
BEATSDL,+02 ,   ,Beattock Summit D.P.L.    ,708,07974,Scotland's Railway    ,
BEATSUL,+02 ,   ,Beattock Summit U.P.L.    ,708,07973,Scotland's Railway    ,
BEATUPL,+02 ,   ,Beattock U.P.L.           ,708,07976,Scotland's Railway    ,
BEATUPS,+02 ,   ,Beattock Up Sdgs          ,708,07996,Scotland's Railway    ,
